title;address;gisx;gisy
Stedelijk Instituut voor Secundair Onderwijs nr. II - DE Wellnesscampus / DE Kappersschool;Lakborslei 339, 2100 Deurne;4.4546565;51.2286695
Stedelijk Instituut voor Secundair Onderwijs nr. II - Marco Polo;Offerandestraat 19, 2060 Antwerpen;4.4244650;51.2199200
Lucernacollege Antwerpen;Stuivenbergplein 7, 2060 Antwerpen;4.4308053;51.2272795
Spectrumschool;Ruggeveldlaan 496, 2100 Deurne;4.4820133;51.2173210
Spectrumschool (vestiging Borgerhout);Plantin en Moretuslei 165, 2140 Borgerhout;4.4338041;51.2090528
Stedelijk Handelsinstituut (SHIM) - Merksem & Talentencampus Mercxheem;Vuurkruisenlaan 16, 2170 Merksem;4.4396863;51.2447087
Xaveriuscollege;Collegelaan 36, 2140 Borgerhout;4.4523235;51.2135129
Sint-Eduardusinstituut;Broeder Frederikstraat 3, 2170 Merksem;4.4508779;51.2456758
Sint-Elisabeth-Instituut;Stella Marisstraat 2, 2170 Merksem;4.4377542;51.2426584
Sint-Ludgardisschool Merksem;du Chastellei 48, 2170 Merksem;4.4521362;51.2503906
Stella Maris;Stella Marisstraat 2, 2170 Merksem;4.4378227;51.2425721
Secundair Onderwijs voor Schoonheidszorgen \'Denise Gresiac\';Koninklijkelaan 9, 2600 Berchem;4.4237147;51.1886699
Campus Heilige Familie;Jan Moorkensstraat 95, 2600 Berchem;4.4326198;51.1883051
Campus Sint-Willebrord;Ferdinand Coosemansstraat 15, 2600 Berchem;4.4177843;51.1975629
Sint-Ursula-Instituut;Sint-Bavostraat 41-51, 2610 Wilrijk;4.3993095;51.1702318
Sint-Ursula-Instituut;Sint-Camillusstraat 33, 2610 Wilrijk;4.3962037;51.1710118
Sint-Agnesinstituut;Kloosterstraat 72, 2660 Hoboken;4.3568131;51.1763824
Sint-Agnesinstituut Middenschool;Dokter Coenstraat 24, 2660 Hoboken;4.3529493;51.1768237
Universiteit Antwerpen;Groenenborgerlaan 171, 2020 Antwerpen;4.4159329;51.1771867
Hogere Zeevaartschool;Noordkasteel Oost 6, 2030 Antwerpen;4.3989351;51.2403573
Artesis;Keizerstraat 15, 2000 Antwerpen;4.4079391;51.2215584
Karel de Grote Hogeschool;Van Schoonbekestraat 143, 2018 Antwerpen;4.4062663;51.2014781
Lessius Hogeschool;Jozef De Bomstraat 11, 2018 Antwerpen;4.4041552;51.2068709
Plantijn Hogeschool van de provincie Antwerpen;Lange Nieuwstraat 101, 2000 Antwerpen;4.4104232;51.2195635
Campus \'t Zuid;Verschanisingstraat 29, 2000 Antwerpen;4.3908787;51.2082708
Campus Sint - Andries;Sint Andriesstraat 2, 2000 Antwerpen;4.3968944;51.2163944
Campus Kronenburg;Kronenburgstraat 47, 2000 Antwerpen;4.3975780;51.2119824
Beth Limud;Isabellalei 93, 2018 Antwerpen;4.4176895;51.2039325
SIBLO De Leydraad;August Leyweg 10, 2020 Antwerpen;4.3783127;51.1950164
SIBLO Gunzburg;August Leyweg 4, 2020 Antwerpen;4.3783127;51.1950164
SIBLO Ziekenhuis;Lindendreef 1, 2020 Antwerpen;4.4198637;51.1827583
SIBLO De Wegwijzer;August Leyweg 14, 2020 Antwerpen;4.3783127;51.1950164
SIBLO De Wissel;Columbiastraat 8, 2030 Antwerpen;4.4241697;51.2486153
Sint-Jozef;Galjoenstraat 2, 2030 Antwerpen;4.4230095;51.2433762
Sint-Jozefinstituut;Canadalaan 252, 2030 Antwerpen;4.4216936;51.2559076
SIBLO Burchtse Weel;Burchtse Weel 102, 2050 Antwerpen;4.3521087;51.2112849
Auticant;Duinstraat 16, 2060 Antwerpen;4.4277600;51.2220520
SIBLO De Bijenkorf;Biekorfstraat 21, 2060 Antwerpen;4.4246606;51.2278009
SIBLO Venneborg;Jozef Van Poppelstraat 6, 2100 Deurne;4.4805941;51.2259086
SIBLO Morckhoven;Schotensesteenweg 256, 2100 Deurne;4.4820614;51.2268647
De Merode;Frans Van Hombeeckplein 17, 2600 Berchem;4.4167222;51.1951845
Klim Op;Mouroystraat 52, 2660 Hoboken;4.3597882;51.1802866
CL&W TNA, Het Keerpunt;Prins Leopoldstraat 51, 2140 Borgerhout;4.4388092;51.2124263
CL&W TNA, Het Leercentrum;Eethuisstraat 80, 2170 Merksem;4.4631919;51.2489838
Leonardo Lyceum CDO Berchem;Grotesteenweg 226, 2600 Berchem;4.4215165;51.1931743
Leonardo Lyceum CDO De Kaai;D\'Herbouvillekaai 94, 2020 Antwerpen;4.3582636;51.1989339
Leonardo Lyceum CDO Klaproos;Klaproosstraat 51, 2610 Wilrijk;4.4094843;51.1696832
Leonardo Lyceum CDO Middelheim;Groenenborgerlaan 171, 2610 Wilrijk;4.4154063;51.1769928
Leonardo Lyceum CDO Het Alternatief;Sint-Bernardsesteenweg 620, 2660 Hoboken;4.3722237;51.1828220
Leonardo Lyceum CDO Dalkruid;Dalkruidlaan 9, 2610 Wilrijk;4.4083893;51.1718776
Centrum voor Volwassenenonderwijs Antwerpen-Zuid;Distelvinklaan 22, 2660 Hoboken;4.3615948;51.1705584
Centrum voor Volwassenenonderwijs Deurne-Antwerpen;Frank Craeybeckxlaan 22, 2100 Deurne;4.4597626;51.2222064
Centrum voor Tweedekansonderwijs Antwerpen vzw;Maalbootstraat 19, 2660 Hoboken;4.3399866;51.1724498
Koninklijke Academie voor Schone Kunsten DKO Antwerpen;Blindestraat 35, 2000 Antwerpen;4.4080925;51.2225020
Academie voor Muziek, Woord en Dans van het Gemeenschapsonderwijs Antwerpen;Mechelsesteenweg 125, 2018 Antwerpen;4.4100042;51.2065290
Centrum voor Volwassenenonderwijs Provincie Antwerpen;Meistraat 5, 2000 Antwerpen;4.4105586;51.2161300
Stedelijk Centrum voor Volwassenenonderwijs BIRM;Durletstraat 8, 2018 Antwerpen;4.4050000;51.2022843
Stedelijk Centrum voor Volwassenenonderwijs Nijverheidsschool;Grotesteenweg 226, 2600 Berchem;4.4276856;51.1881242
Centrum voor Volwassenenonderwijs VIVA provincie Antwerpen vzw;Sint-Bernardsesteenweg 200, 2020 Antwerpen;4.3819719;51.1939914
Centrum voor Volwassenenonderwijs SOPRO;Wilrijkstraat 26, 2140 Borgerhout;4.4379548;51.2092920
Centrum voor Volwassenenonderwijs Technicum Noord-Antwerpen;Londenstraat 43, 2000 Antwerpen;4.4090740;51.2320260
Centrum voor Volwassenenonderwijs LBC-NVK Borgerhout;Te Boelaarlei 40, 2140 Borgerhout;4.4523784;51.2096491
Centrum Basiseducatie Open School Antwerpen;Vredestraat 93, 2600 Berchem;4.4265593;51.1963068
Stedelijke Academie voor Muziek en Woord Wilrijk;Speerstraat 12, 2020 Antwerpen;4.3853268;51.1851173
Stedelijke Academie voor Muziek, Woord en Dans Merksem;Nieuwdreef 135, 2170 Merksem;4.4372617;51.2505375
Stedelijke Academie voor Muziek en Woord Hoboken;Lageweg 141, 2660 Hoboken;4.3594586;51.1841190
Stedelijke Academie voor Muziek en Woord \'Jozef Pauly\' Ekeren;Ferdinand Pauwelsstraat 102, 2180 Ekeren;4.4249698;51.2848249
Stedelijke Academie voor Muziek en Woord \'Jozef van Poppel\' Deurne;Boshovestraat 173, 2100 Deurne;4.4719369;51.2229241
Stedelijke Academie voor Muziek en Woord Borgerhout;Collegelaan 3, 2140 Borgerhout;4.4499304;51.2133079
Stedelijke Academie voor Muziek en Woord Berchem;Willem Van Laarstraat 15-17, 2600 Berchem;4.4210440;51.1956080
Stedelijke Academie voor Beeldende Kunsten Wilrijk;Valkstraat 74, 2640 Wilrijk;4.3843466;51.1691404
Stedelijke Academie voor Beeldende Kunsten Merksem;Van Heybeeckstraat 28, 2170 Merksem;4.4494205;51.2473740
Stedelijke Academie voor Beeldende Kunsten Hoboken;Oudestraat 41, 2660 Hoboken;4.3530995;51.1769366
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Frans Van Hombeeckplein 29, 2600 Berchem;4.4174379;51.1953109
Stedelijk Centrum voor Volwassenenonderwijs Talen;Eikenstraat 8, 2000 Antwerpen;4.4103538;51.2180882
Stedelijk Centrum voor Volwassenenonderwijs SIVO;Grotesteenweg 226, 2600 Berchem;4.4276856;51.1881242
"Stedelijk Centrum voor Volwassenenonderwijs Sit&#233;";Kipdorpvest 24, 2000 Antwerpen;4.4152710;51.2198425
Stedelijk Centrum voor Volwassenenonderwijs Pestalozzi;Pestalozzistraat 7, 2020 Antwerpen;4.3909715;51.1866839
CDO-Noord;Grotesteenweg 226, 2600 Berchem;4.4276856;51.1881242
"Don Bosco Werken &#233;n Leren";Valkenveld 70, 2610 Wilrijk;4.3881879;51.1692235
Centrum voor Volwassenenonderwijs VTI Lier-Borgerhout;Te Boelaarlei 40, 2140 Borgerhout;4.4523784;51.2096491
Centrum voor Volwassenenonderwijs LBC-NVK Antwerpen;Sudermanstraat 5, 2000 Antwerpen;4.4043919;51.2197526
SIBLO Ziekenhuis;Commandant Weynsstraat 165, 2660 Hoboken;4.3532301;51.1836314
Campus Pieter Van Hoboken;Pieter Van Hobokenstraat 9, 2000 Antwerpen;4.4123176;51.2219391
Lucerna;Hendriklei 209, 2660 Hoboken;4.3704227;51.1897284
Sint-Agnes De Regenboog;Kioskplaats 30, 2660 Hoboken;4.3505081;51.1752068
Koninklijke Academie voor Schone Kunsten DKO Antwerpen - Jeugdatelier;Kerkelei 43, 2610 Wilrijk;4.3997048;51.1685459
Koninklijke Academie voor Schone Kunsten DKO Antwerpen;Blindestraat 7, 2000 Antwerpen;4.4066225;51.2227789
Koninklijke Academie voor Schone Kunsten DKO Antwerpen;Distelvinklaan 22, 2660 Hoboken;4.3615941;51.1705583
Koninklijke Academie voor Schone Kunsten DKO Antwerpen - Jeugdatelier;Sint-Bavostraat , 2610 Wilrijk;4.4024100;51.1705000
Academie voor Muziek, Woord en Dans van het Gemeenschapsonderwijs Antwerpen;Thonetlaan 106, 2050 Antwerpen;4.3896128;51.2248585
Academie voor Dans van het Gemeenschapsonderwijs Antwerpen;Kerkelei 43, 2610 Wilrijk;4.3997048;51.1685459
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Willem Van Laarstraat 21, 2600 Berchem;4.4212336;51.1954225
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Grote Hondstraat 50, 2018 Antwerpen;4.4112637;51.2037695
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Ramskapellestraat 43, 2600 Berchem;4.4465377;51.1950130
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Willem Van Haechtlaan 66, 2050 Antwerpen;4.3847857;51.2301058
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Brederodestraat 119, 2018 Antwerpen;4.3937268;51.2032533
Stedelijke Academie voor Beeldende Kunsten Merksem;Terlindehofstraat 204, 2170 Merksem;4.4435030;51.2479382
Stedelijke Academie voor Beeldende Kunsten Merksem;Boshovestraat 173, 2100 Deurne;4.4684444;51.2258461
Stedelijke Academie voor Beeldende Kunsten Wilrijk;Spoorweglaan 145, 2610 Wilrijk;4.4230629;51.1741020
Stedelijke Academie voor Muziek en Woord Berchem;Ramskapellestraat 43, 2600 Berchem;4.4465377;51.1950130
Stedelijke Academie voor Muziek en Woord Berchem;Belgielei 99, 2018 Antwerpen;4.4182656;51.2057804
Stedelijke Academie voor Muziek en Woord Borgerhout;Te Boelaarpark 5, 2140 Borgerhout;4.4526318;51.2008741
Stedelijke Academie voor Muziek en Woord Borgerhout;Silsburgstraat 83, 2100 Deurne;4.4751485;51.2075682
Stedelijke Academie voor Muziek en Woord Hoboken;Lange Riddersstraat 48, 2000 Antwerpen;4.3966163;51.2161609
Stedelijke Academie voor Muziek en Woord Hoboken;Willem Van Haechtlaan 66, 2050 Antwerpen;4.3847857;51.2301058
Stedelijke Academie voor Muziek en Woord \'Jozef Pauly\' Ekeren;Schriek 358, 2180 Ekeren - Mariaburg;4.4426749;51.2915312
Stedelijke Academie voor Muziek en Woord \'Jozef Pauly\' Ekeren;Pastoor Goetschalckxstraat 57, 2180 Ekeren - Donk;4.4506287;51.2780810
Stedelijke Academie voor Muziek en Woord \'Jozef Pauly\' Ekeren;Kleine Bredestraat 2a, 2040 Berendrecht;4.3222354;51.3457922
Stedelijke Academie voor Muziek en Woord \'Jozef van Poppel\' Deurne;Sint-Rochusstraat 124, 2100 Deurne;4.4638860;51.2041151
Stedelijke Academie voor Muziek en Woord Wilrijk;Letterkundestraat 39, 2610 Wilrijk;4.3818675;51.1807980
Stedelijke Academie voor Muziek en Woord Wilrijk;Spoorweglaan 145, 2610 Wilrijk;4.4230629;51.1741020
De Muze;Leningstraat 26, 2140 Borgerhout;4.4393997;51.2170562
Freinetschool De Pluim;Pauwenlaan 55, 2660 Hoboken;4.3592819;51.1702977
Freinetschool De Pientere Piste;August Van De Wielelei 220, 2100 Deurne;4.4833610;51.2199852
Freinetschool Het Avontuur;Williotstraat 11, 2600 Berchem;4.4348793;51.1875331
Internationale Evangelische Basisschool De Zonnebloem;Korte Altaarstraat 19, 2018 Antwerpen;4.4308469;51.2071682
De Sterrenkijker;Durletstraat 8, 2018 Antwerpen;4.4046200;51.2020383
"H&#233;t TalenT";Juul Grietensstraat 8, 2140 Borgerhout;4.4480854;51.2109448
Het Groene Eilandje;Bredastraat 25, 2060 Antwerpen;4.4215554;51.2325397
De Vlinder;Baron Sadoinestraat 32, 2660 Hoboken;4.3374076;51.1719847
O.-L.-V. van Lourdesinstituut;Alfons Jeurissenstraat 13, 2180 Ekeren;4.4201594;51.2776614
Stedelijke Academie voor Muziek, Woord en Dans Merksem;Gemeentepark 2, 2960 Brecht;4.6399235;51.3480839
Stedelijke Academie voor Muziek en Woord Wilrijk;Carillolei 3, 2640 Aartselaar;4.3864371;51.1332341
Stedelijke Academie voor Muziek en Woord Wilrijk;Terelststraat 69, 2650 Edegem;4.5069274;51.1723399
Stedelijke Academie voor Muziek, Woord en Dans Merksem;Kerklei 2, 2960 Brecht;4.5770306;51.2922091
Stedelijke Academie voor Muziek en Woord Berchem;Frans Van Hombeeckplein 29, 2600 Berchem;4.4174379;51.1953109
Stedelijke Academie voor Beeldende Kunsten Merksem;Vordensteinstraat 47, 2900 Schoten;4.4942414;51.2528265
Koninklijke Academie voor Schone Kunsten DKO Antwerpen - Zuiderspershuis;Waalse Kaai 14, 2000 Antwerpen;4.4011356;51.2198771
K\'do!;Mechelsesteenweg 125, 2018 Antwerpen;4.4102124;51.2060552
Academie voor Muziek, Woord en Dans van het Gemeenschapsonderwijs Antwerpen;Onderwijsstraat 19, 2540 Hove;4.4729206;51.1521467
Andromeda VDH;Van den Hautelei 63, 2100 Deurne;4.4675972;51.2046498
Sint-Norbertusinstituut;Sint-Willibrordusstraat 47-49, 2060 Antwerpen;4.4309182;51.2196892
De Hoedjes van Papier;Thibautstraat 65, 2100 Deurne;4.4543236;51.2048861
Stedelijke Academie voor Muziek en Woord Wilrijk;Boomsesteenweg 387, 2610 Wilrijk;4.3863305;51.1668666
Stedelijke Academie voor Beeldende Kunsten Merksem;Hardenvoort 55, 2060 Antwerpen;4.4211284;51.2317724
Stedelijke Academie voor Beeldende Kunsten Berchem & Instituut Roger Avermaete;Durletstraat 8, 2018 Antwerpen;4.4046189;51.2021387
Stedelijke Academie voor Muziek, Woord en Dans Merksem;Hardenvoort 55, 2060 Antwerpen;4.4211284;51.2317724
Stedelijke Academie voor Muziek en Woord Wilrijk;Boomsesteenweg 387, 2610 Wilrijk;4.3860992;51.1660822
Stedelijk Handelsinstituut (SHIM) - Metropolis - OKAN;Sint-Bartholomeusstraat 79, 2170 Merksem;4.4441876;51.2423792
Stedelijk Handelsinstituut (SHIM) - Talentencampus Luchtbal;Montrealstraat 6, 2030 Antwerpen;4.4223345;51.2590665
Stedelijk Instituut voor Sierkunsten en Ambachten (SISA) - Tolhuis;Sint-Pietersvliet 7, 2000 Antwerpen;4.4005789;51.2256447
Stedelijk Instituut voor Sierkunsten en Ambachten (SISA) - Noorderlaan;Noorderlaan 52, 2060 Antwerpen;4.4207952;51.2381942
Vlaamse Kaai;Vlaamsekaai 92, 2000 Antwerpen;4.3869004;51.2065904
Nachtegalenpark;Gerard De Grellelaan 5, 2020 Antwerpen;4.4050410;51.1877299
De Octopus;Herentalsebaan 230, 2100 Deurne;4.4625015;51.2086553
Het Vliegertje;De Borrekensstraat 78, 2100 Deurne;4.4559003;51.2043054
De Trampoline;Tweegezusterslaan 47b, 2100 Deurne;4.4747409;51.2270445
De Kleine Muze;Maarschalk Montgomeryplein 8, 2140 Borgerhout;4.4383233;51.2116470
De Evenaar - Vestiging Elisabeth;Sint-Elisabethstraat 38, 2060 Antwerpen;4.4245772;51.2226815
De Piramide;De Bosschaertstraat 145, 2020 ;4.3824385;51.1870973
Boekenberglei;Boekenberglei 284, 2100 Deurne;4.4574027;51.1940930
Sportomundo;Columbiastraat 6, 2030 Antwerpen;4.4232207;51.2489409
Vlaamse Kaai;Vlaamsekaai 92, 2000 Antwerpen;4.3869004;51.2065904
Het Weilandje;Slachthuislaan 68, 2060 Antwerpen;4.4298225;51.2346442
Van den Hautelei;Van den Hautelei 79, 2100 Deurne;4.4675306;51.2043369
Luchtvaartstraat;Luchtvaartstraat 57-59, 2140 Borgerhout;4.4544794;51.1957567
